...1,age,position,detailed_position,nationalTeam.isoCode,national_team,currentTeam.club.name,currentTeam.club.abbr,official_birthday,birth.country.isoCode,birth.country.country,birth.country.demonym,birth.place,name,first_name,last_name,info.shirtNum,name.middle,info.loan,currentTeam.club.source,previousTeam.name,previousTeam.club.name,previousTeam.club.abbr,previousTeam.club.id,previousTeam.teamType,previousTeam.shortName,previousTeam.id,previousTeam.altIds.opta,previousTeam.club.source,accurate_back_zone_pass,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_pull_back,accurate_through_ball,accurate_throws,aerial_lost,aerial_won,appearances,assist_attempt_saved,assist_blocked_shot,assist_own_goal,assist_penalty_won,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_centre,att_bx_left,att_bx_right,att_cmiss_high,att_cmiss_high_left,att_cmiss_high_right,att_cmiss_left,att_cmiss_right,att_corner,att_fastbreak,att_goal_high_centre,att_goal_high_left,att_goal_high_right,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_hd_goal,att_hd_miss,att_hd_post,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_post,att_ibox_target,att_lf_goal,att_lf_target,att_lf_total,att_lg_centre,att_miss_high,att_miss_high_left,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_miss,att_obox_target,att_obp_goal,att_obx_centre,att_one_on_one,att_openplay,att_post_high,att_post_left,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_high_centre,att_sv_high_left,att_sv_high_right,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,big_chance_scored,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,fifty_fifty,final_third_entries,formation_place,fouled_final_third,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,goal_fastbreak,hand_ball,head_clearance,head_pass,hit_woodwork,interception,interceptions_in_box,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,overrun,own_goals,passes_left,passes_right,penalty_won,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,post_scoring_att,put_through,rightside_pass,shield_ball_oop,shot_fastbreak,shot_off_target,six_yard_block,successful_fifty_fifty,successful_final_third_passes,successful_open_play_pass,successful_put_through,times_tackled,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_distance_in_m,total_fastbreak,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_pull_back,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,winning_goal,wins,won_contest,won_corners,won_tackle,yellow_card,corner_taken,total_corners_intobox,accurate_goal_kicks,blocked_cross,effective_blocked_cross,error_lead_to_goal,error_lead_to_shot,goal_kicks,penalty_conceded,accurate_keeper_sweeper,accurate_keeper_throws,att_assist_setplay,cross_not_claimed,dive_catch,dive_save,diving_save,gk_smother,good_high_claim,keeper_pick_up,keeper_throws,last_man_tackle,penalty_faced,penalty_save,punches,red_card,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,total_keeper_sweeper,accurate_corners_intobox,accurate_freekick_cross,foul_throw_in,freekick_cross,goal_assist_deadball,goal_assist_setplay,clearance_off_line,assist_pass_lost,att_freekick_goal,att_freekick_target,att_freekick_total,att_lg_right,att_obox_post,att_obxd_left,att_obx_left,att_obx_right,att_post_right,second_goal_assist,assist_post,att_lg_left,att_pen_goal,att_pen_post,dangerous_play,att_freekick_miss,att_freekick_post,att_obxd_right,assist_handball_won,assist_free_kick_won,second_yellow,att_pen_target,att_pen_miss,back_pass,rescinded_red_card
144,24 years 216 days,D,Centre Central Defender,US,United States,Celtic,CEL,31 December 1997,GB-ENG,England,English,NA,Cameron Carter-Vickers,Cameron,Carter-Vickers,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,24 years 362 days,D,Right Full Back,PL,Poland,Aston Villa,AVL,7 August 1997,GB-ENG,England,English,Slough,Matty Cash,Matty,Cash,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,837,91,41,41,1,850,23,1,110,1646,2,1,385,84,77,66,NA,NA,NA,NA,44,537,311,31,15,41,13,NA,18,1,NA,1,NA,2,3,1,NA,NA,1,NA,1,2,1,NA,NA,1,2,9,3,11,NA,8,2,1,7,NA,5,2,2,5,4,4,1,7,3,NA,14,NA,41,NA,NA,1,8,36,2,0,NA,2,7,1,1,444,324,5,1,2,142,13,64,20,90,83,44,9,294,341,164,86,164,395,NA,12,73,933,66,4,85,69,16,4,5,4,4,NA,3,86,240,NA,109,14,109,713,463,181,31,62,5758,7,25,24,15,2168,27,5,NA,43,712,NA,227,8,1032,1032,7,183,134,NA,142,137,4,1,18,1,90,397,1597,77,76,49,1016,265,164,77,179,179,NA,1,648,6,1390,147,1,368,4,2227,15,46,8,NA,160,2,532,3943,123,76,76,60,2,26,45,36,90,14,1,NA,NA,31,31,NA,2,0,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,6,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
146,26 years 242 days,D,Right Full Back,BE,Belgium,Leicester City,LEI,5 December 1995,BE,Belgium,Belgian,Arlon,Timothy Castagne,Timothy,Castagne,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1013,43,19,19,5,1026,6,2,59,2020,NA,NA,322,81,80,54,NA,NA,1,NA,25,397,180,12,3,32,6,1,1,1,1,NA,NA,NA,3,1,NA,1,2,NA,NA,NA,1,3,NA,1,5,3,2,4,NA,3,1,NA,3,NA,1,2,NA,1,1,NA,1,1,0,NA,3,NA,12,NA,1,1,2,7,NA,NA,NA,NA,3,NA,NA,431,231,5,2,2,94,3,36,10,63,23,22,12,200,236,96,59,126,257,NA,2,35,811,49,3,67,60,7,3,3,3,3,NA,NA,59,245,1,58,7,58,744,237,149,17,40,4472,12,15,22,6,2407,14,4,NA,239,540,NA,98,5,617,617,9,133,89,1,94,441,1,1,6,NA,59,436,2001,43,48,37,1168,120,96,43,86,86,NA,1,590,10,1345,38,2,138,2,2427,4,15,4,5,119,NA,353,3494,61,51,51,21,1,25,17,31,63,2,NA,NA,NA,20,20,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,35 years 171 days,F,Centre Striker,UY,Uruguay,NA,NA,14 February 1987,UY,Uruguay,Uruguayan,Salto,Edinson Cavani,Edinson,Cavani,21,Roberto,NA,NA,Manchester United,Manchester United,MUN,12,FIRST,Man Utd,12,t1,NA,159,29,1,1,2,277,1,28,19,435,NA,2,4,35,17,41,1,NA,NA,NA,12,175,93,46,6,17,33,2,3,0,NA,NA,3,2,6,3,1,NA,NA,2,7,2,6,6,NA,4,17,10,11,15,0,10,1,4,10,NA,3,1,2,8,4,1,1,3,1,NA,6,NA,44,0,NA,5,3,24,2,NA,1,NA,5,1,4,184,63,6,13,10,22,11,17,3,6,NA,14,13,98,61,16,11,63,30,NA,4,28,73,20,12,28,26,2,10,4,4,4,3,2,11,25,1,8,NA,8,153,16,12,9,4,2132,1,4,17,23,551,NA,1,NA,87,64,0,26,NA,201,201,13,16,34,0,22,156,NA,3,18,3,28,155,420,8,21,21,195,42,16,17,6,6,NA,3,227,14,377,5,35,27,12,566,NA,52,8,21,16,2,4,813,98,43,43,18,2,19,10,12,9,4,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,30 years 338 days,D,Defender,PT,Portugal,Arsenal,ARS,31 August 1991,DE,Germany,German,Singen,Cédric Soares,Cédric Ricardo,Alves Soares,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1788,272,161,158,6,2639,81,14,323,4266,8,2,1205,240,142,156,NA,NA,NA,NA,51,1044,657,18,44,114,7,1,17,2,NA,1,2,7,7,NA,1,1,NA,NA,NA,1,NA,NA,NA,4,4,7,1,12,1,7,1,2,17,1,5,5,12,7,14,18,2,31,13,NA,59,NA,72,NA,NA,2,14,71,3,2,2,5,4,3,4,1038,707,19,1,NA,326,25,91,33,373,246,103,38,574,606,339,156,67,1120,60,13,102,2449,144,3,188,167,21,NA,13,11,11,NA,NA,165,461,1,178,24,178,1896,1009,457,60,154,12570,12,63,74,23,5635,43,7,NA,231,2052,NA,716,11,2508,2483,27,448,232,1,326,360,12,NA,44,NA,38,1330,4171,124,34,137,2207,684,364,102,666,641,812307.4261169434,NA,2001,17,4202,467,14,978,11,5743,16,92,28,12,333,5,1379,9696,119,143,143,74,0,58,63,80,236,22,32,26,NA,98,98,6,NA,NA,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,5,22,NA,2,3,NA,1,NA,4,NA,NA,1,1,2,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,19 years 334 days,D,Defender,SL,Sierra Leone,Tottenham Hotspur,TOT,4 September 2002,GB-ENG,England,English,NA,Kallum Cesay,Kallum,Cesay,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,23 years 30 days,M,Centre Defensive Midfielder,GB-ENG,England,NA,NA,5 July 1999,SL,Sierra Leone,Sierra Leonean,NA,Trevoh Chalobah,Trevoh,Chalobah,8,NA,TRUE,NA,Huddersfield Town,Huddersfield Town,HUD,159,FIRST,Huddersfield,159,t38,NA,667,27,NA,NA,1,484,10,NA,44,1151,NA,1,8,28,33,20,NA,NA,NA,NA,11,76,53,4,5,3,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,0,2,1,2,NA,NA,2,4,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,2,2,NA,5,NA,4,NA,NA,1,2,5,1,1,NA,1,1,NA,1,102,74,NA,NA,2,17,NA,7,9,1,3,7,7,62,96,42,17,30,128,NA,3,19,449,17,3,9,8,1,1,1,NA,1,NA,1,17,96,NA,19,1,19,521,138,111,NA,11,1449,6,1,3,7,1243,6,NA,NA,9,319,NA,18,2,144,144,3,36,35,NA,17,198,2,NA,2,NA,16,192,1124,10,9,4,724,52,42,12,4,4,NA,NA,223,2,550,25,NA,79,NA,1270,1,9,4,3,40,3,9,1474,10,10,10,14,0,13,10,1,27,2,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,27 years 196 days,D,Centre/Right Central Defender,GB-ENG,England,Aston Villa,AVL,20 January 1995,GB-ENG,England,English,NA,Calum Chambers,Calum,Chambers,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3365,267,45,45,10,2326,59,20,352,5646,NA,2,538,284,349,162,NA,1,1,NA,59,1121,665,44,26,64,31,2,8,1,1,NA,1,4,11,NA,3,2,NA,1,NA,1,1,15,1,3,20,14,6,22,1,9,1,3,13,1,7,5,5,10,14,12,1,19,8,NA,39,NA,49,1,NA,5,11,57,14,0,NA,1,7,5,4,871,840,10,5,3,241,26,118,33,154,94,92,40,705,788,613,341,48,906,152,6,158,2754,133,7,196,170,26,1,5,3,4,NA,7,343,655,1,262,27,262,2271,1118,658,65,107,12086,51,28,42,24,6848,86,14,1,274,1572,NA,300,14,1957,1948,33,449,358,1,241,1078,11,NA,42,4,19,982,5534,104,13,70,3823,573,622,168,248,248,695145.4396362305,NA,1501,37,3399,311,21,799,2,6974,2,92,16,29,285,7,633,10027,122,126,126,61,0,57,97,50,195,29,NA,NA,0,42,42,1,9,0,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
152,19 years 208 days,M,Midfielder,GB-ENG,England,Exeter City,EXE,8 January 2003,GB-ENG,England,English,NA,Kgaogelo Chauke,Kgaogelo,Chauke,15,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,20 years 122 days,M,Attacking Midfielder,GB-ENG,England,NA,NA,4 April 2002,GB-ENG,England,English,NA,Daniel Chesters,Daniel,Chesters,51,Peter,NA,NA,West Ham United,West Ham United,WHU,25,FIRST,West Ham,25,t21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,25 years 226 days,D,Left Full Back,GB-ENG,England,Chelsea,CHE,21 December 1996,GB-ENG,England,English,NA,Ben Chilwell,Ben,Chilwell,21,James,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2083,191,93,76,18,2825,34,9,193,4815,5,4,981,233,306,133,NA,NA,1,NA,45,790,509,48,36,104,23,18,2,1,NA,1,2,1,11,1,NA,4,1,2,2,1,NA,3,NA,2,5,6,10,18,2,16,8,20,71,NA,6,3,7,7,10,15,NA,15,9,NA,39,NA,66,1,NA,2,3,14,5,2,3,1,7,8,4,1405,683,15,5,4,335,21,111,37,266,152,113,31,674,807,322,181,78,872,0,33,114,2285,123,10,142,122,20,9,15,13,10,NA,7,181,584,2,145,7,145,343,812,372,43,72,10994,27,60,82,35,6157,23,33,NA,2404,99,0,592,17,2587,2587,30,404,249,2,335,2246,7,1,35,2,38,1459,4706,123,39,142,2497,521,322,242,505,448,699680.0321655273,2,2150,90,4287,239,9,612,18,6279,18,91,10,10,207,8,1185,10001,226,216,216,168,3,59,130,104,124,13,70,57,NA,68,68,1,6,NA,1,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,17,9,NA,30,1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
155,22 years 180 days,F,Left/Right Winger,PT,Portugal,Wolverhampton Wanderers,WOL,5 February 2000,PT,Portugal,Portugese,Cascais,Chiquinho,Francisco Jorge,Tomás Oliveira,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,3,7,7,NA,39,1,NA,2,55,NA,NA,8,5,4,8,NA,NA,NA,NA,5,19,6,5,NA,2,1,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,1,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,2,3,NA,NA,NA,NA,1,NA,1,17,17,2,1,NA,7,1,1,NA,17,8,6,2,28,31,1,NA,9,6,NA,2,9,31,1,NA,5,4,1,NA,3,1,3,NA,NA,NA,13,NA,2,NA,2,26,8,4,4,NA,204,NA,1,4,2,75,NA,1,NA,3,32,NA,16,NA,61,61,3,9,5,NA,7,1,NA,NA,2,1,3,22,55,5,13,5,30,6,1,17,25,25,NA,1,31,1,70,3,NA,4,NA,75,NA,5,NA,7,9,NA,8,174,18,9,9,8,0,2,10,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,22 years 243 days,F,Forward,NL,Netherlands,Birmingham City,BIR,4 December 1999,CW,Curacao,NA,Willemstad,Tahith Chong,Tahith,Chong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,17,NA,NA,NA,21,NA,NA,NA,2,NA,5,NA,NA,NA,NA,2,3,3,3,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,2,NA,1,NA,3,1,NA,NA,NA,NA,2,1,7,5,1,NA,NA,2,NA,2,2,7,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,1,NA,71,NA,NA,NA,1,29,NA,NA,NA,7,3,NA,3,NA,14,14,NA,2,NA,NA,3,6,NA,1,1,NA,NA,8,21,1,NA,NA,5,1,1,3,NA,NA,4659.00813293457,1,14,NA,24,NA,NA,NA,NA,29,NA,3,NA,5,NA,NA,NA,48,6,3,3,3,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,24 years 307 days,M,Centre Central Midfielder,GB-ENG,England,NA,NA,1 October 1997,GB-ENG,England,English,NA,Hamza Choudhury,Hamza,Choudhury,38,NA,NA,NA,Leicester City,Leicester City,LEI,26,FIRST,Leicester,26,t13,NA,624,22,1,1,8,458,6,13,54,1081,NA,NA,10,20,33,53,NA,NA,NA,NA,24,234,118,7,11,8,2,NA,3,NA,NA,NA,NA,1,7,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,2,1,NA,3,NA,3,NA,2,3,NA,1,NA,1,2,2,6,1,3,1,NA,11,NA,8,NA,NA,1,2,13,1,1,NA,0,NA,NA,3,233,145,2,2,NA,55,7,44,4,5,4,11,13,120,128,45,15,28,126,NA,2,34,335,29,1,31,27,4,1,2,1,2,NA,3,15,121,NA,63,4,63,362,144,92,17,25,2462,NA,4,6,5,1253,11,1,NA,151,193,NA,15,4,281,281,6,58,81,NA,55,354,3,NA,6,NA,14,178,1052,32,4,10,703,41,45,21,9,9,112538.84814453124,NA,244,16,590,35,15,107,NA,1284,NA,18,16,24,67,1,14,1705,17,38,38,21,0,23,7,8,33,5,NA,NA,NA,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
